,title,artist,songid,weekid,track_title,track_n,line,lyric
1851,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,15.0,And laid within a manger
1852,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,16.0,Upon this blessed morn
1853,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,17.0,The which His Mother Mary
1854,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,18.0,Did nothing take in scorn
1855,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,19.0,"(O tidings of comfort and joy,)"
1856,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,20.0,(Comfort and joy)
1857,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,21.0,(O tidings of comfort and joy)
1858,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,22.0,From God our Heavenly Father
1859,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,23.0,A blessed Angel came;
1860,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,24.0,And unto certain Shepherds
1861,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,25.0,Brought tidings of the same:
1862,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,26.0,How that in Bethlehem was born
1863,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,27.0,The Son of God by Name
1864,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,28.0,"(O tidings of comfort and joy,)"
1865,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,29.0,(Comfort and joy)
1866,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,God Rest Ye Merry Gentlemen,4,30.0,{O tidings of comfort and joy}
1867,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,1.0,Bing Crosby/Max Terr's Mixed Chorus/John Scott Trotter Orchestra
1868,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,2.0,Written by: Frederick W. Faber (Words 1849)/Henre F. Hemy & James G. Walton (Music 1964)
1869,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,3.0,"Faith of our fathers, living still"
1870,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,4.0,"In spite of dungeon, fire and sword;"
1871,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,5.0,O how our hearts beat high with joy
1872,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,6.0,Whene'er we hear that glorious Word!
1873,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,7.0,"(Faith of our fathers, holy faith!)"
1874,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,8.0,(We will be true to thee till death)
1875,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,9.0,"Our fathers, chained in prisons dark"
1876,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,10.0,Were still in heart and conscience free
1877,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,11.0,How sweet would be their children's fate
1878,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,12.0,"If they, like them, could die for thee"
1879,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,13.0,"(Faith of our fathers, holy faith!)"
1880,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,14.0,(We will be true to thee till death)
1881,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,15.0,"Faith of our fathers, we will love"
1882,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,16.0,Both friend and foe in all our strife;
1883,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,17.0,"And preach Thee, too, as love knows how"
1884,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,18.0,By kindly words and virtuous life
1885,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,19.0,"(Faith of our fathers, holy faith!)"
1886,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Faith Of Our Fathers,5,20.0,{We will be true to thee till death}
1887,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,1.0,I'll be home for Christmas
1888,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,2.0,You can plan on me
1889,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,3.0,Please have snow and mistletoe
1890,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,4.0,And presents on the tree
1891,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,5.0,Christmas Eve will find me
1892,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,6.0,Where the love light gleams
1893,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,7.0,I'll be home for Christmas
1894,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,8.0,If only in my dreams
1895,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,9.0,I'll be home for Christmas
1896,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,10.0,You can plan on me
1897,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,11.0,Please have snow and mistletoe
1898,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,12.0,And presents on the tree
1899,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,13.0,Christmas Eve will find me
1900,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,14.0,Where the love light gleams
1901,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,15.0,I'll be home for Christmas
1902,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,I'll Be Home For Christmas (If Only In My Dreams),6,16.0,If only in my dreams
1903,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,1.0,"Jingle bells, jingle bells"
1904,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,2.0,Jingle all the way
1905,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,3.0,Oh what fun it is to ride
1906,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,4.0,In a one horse open sleigh
1907,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,5.0,"Jingle bells, jingle bells"
1908,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,6.0,Jingle all the way
1909,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,7.0,What fun to ride and sing
1910,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,8.0,In a one horse open sleigh
1911,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,9.0,Dashing through the snow
1912,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,10.0,In a one horse open sleigh
1913,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,11.0,O'er the fields we go
1914,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,12.0,Laughing all the way
1915,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,13.0,Bells on bobtail ring
1916,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,14.0,Making spirits bright
1917,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,15.0,What fun it is to ride and sing
1918,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,16.0,A sleighing song tonight
1919,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,17.0,"(Jingle bells, jingle bells"
1920,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,18.0,Jingle all the way
1921,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,19.0,Oh what fun it is to ride
1922,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,20.0,In a one horse open sleigh
1923,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,21.0,"Jingle bells, jingle bells"
1924,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,22.0,Jingle all the way
1925,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,23.0,Oh what fun it is to ride
1926,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,24.0,In a one horse open sleigh)
1927,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,25.0,Dashing through the snow
1928,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,26.0,In a one horse open sleigh
1929,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,27.0,O'er the fields we go
1930,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,28.0,Laughing all the way
1931,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,29.0,Bells on bobtail ring
1932,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,30.0,Making spirits bright
1933,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,31.0,Oh what fun to ride and sing
1934,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,32.0,A sleighing song tonight
1935,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,33.0,"Jingle bells, jingle bells"
1936,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,34.0,Jingle all the way
1937,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,35.0,Oh what fun it is to ride
1938,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,36.0,"In a one horse open, oh we have a lot of fun"
1939,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,37.0,"Jingle bells, jingle bells"
1940,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,38.0,Jingle all the way
1941,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,39.0,Oh what fun it is to ride
1942,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,40.0,In a one horse open sleigh
1943,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,41.0,"Jingle bells, jingle bells"
1944,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,42.0,Jingle all the way
1945,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,43.0,Oh what fun it is to ride
1946,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,44.0,In a one horse open sleigh
1947,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,45.0,"Jingle bells, jingle bells"
1948,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,46.0,Jingle all the way
1949,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,47.0,Oh what fun it is to ride
1950,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Jingle Bells,7,48.0,In a one horse open sleigh
1951,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,1.0,You better watch out
1952,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,2.0,You better not cry
1953,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,3.0,You netter not pout
1954,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,4.0,I'm telling you why (Why?)
1955,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,5.0,"Santa Claus is comin' to town, gather 'round"
1956,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,6.0,He's making a list
1957,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,7.0,And checking it twice
1958,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,8.0,He's gonna find out who's naughty and nice
1959,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,9.0,Santa Claus is comin' to town
1960,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,10.0,He sees you when you're sleeping
1961,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,11.0,He knows when you're awake
1962,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,12.0,He knows if you've been bad or good
1963,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,13.0,So be good for goodness sake
1964,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,14.0,You better watch out
1965,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,15.0,You better not cry
1966,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,16.0,You better not pout
1967,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,17.0,I'm telling you why
1968,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,18.0,Santa Claus is comin' to town
1969,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,19.0,"Little tin horns, little tin drums"
1970,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,20.0,Rudy-toot-toot and rummy tum tums
1971,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,21.0,Santa Claus is comin' to town
1972,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,22.0,And curly head dolls that cuddle and coo
1973,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,23.0,"Elephants, boats and kiddy cars too"
1974,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,24.0,Santa Claus is comin' to town
1975,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,25.0,The kids and girls in boy land
1976,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,26.0,Will have a jubilee
1977,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,27.0,They're gonna build a toy land town
1978,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,28.0,All around the Christmas tree
1979,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,29.0,"You better watch out, you better not cry"
1980,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,30.0,"You better not pout, I'm telling you why"
1981,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,31.0,Santa Claus is comin' to town
1982,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,32.0,He sees you when you're sleepin'
1983,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,33.0,And he knows when you're awake
1984,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,34.0,He knows when you've been bad or good
1985,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,35.0,So be good for goodness sake
1986,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,36.0,You better watch out
1987,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,37.0,You better not cry
1988,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,38.0,You better not pout
1989,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,39.0,I'm telling you why
1990,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,40.0,Santa Claus is comin' to town
1991,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,41.0,You better watch out
1992,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,42.0,You better not cry
1993,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,43.0,Better not pout
1994,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,44.0,I'm telling you why
1995,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,45.0,Santa Claus is comin' to town
1996,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,46.0,"You mean, the big fat man with the long white beard"
1997,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,47.0,He's comin' to town
1998,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,1.0,"(Silver bells, silver bells)"
1999,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,2.0,It's Christmas time in the city
2000,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,3.0,Ring-a-ling (ring-a-ling)
2001,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,4.0,Hear them ring (ting-a-ling)
2002,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,5.0,Soon it will be Christmas day
2003,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,6.0,"City sidewalks, busy sidewalks"
2004,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,7.0,Dressed in holiday style
2005,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,8.0,In the air there's a feeling of Christmas
2006,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,9.0,(Children laughing
2007,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,10.0,People passing
2008,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,11.0,Meeting smile after smile)
2009,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,12.0,And on every street corner you'll hear
2010,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,13.0,"Silver bells, (Silver bells) Silver bells, (silver bells)"
2011,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,14.0,It's Christmas time in the city
2012,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,15.0,Ring-a-ling (ring-a-ling)
2013,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,16.0,Hear them ring (hear them ring)
2014,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,17.0,Soon it will be Christmas day
2015,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,18.0,(Strings of streetlights
2016,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,19.0,Even stop lights
2017,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,20.0,Blink a bright red and green
2018,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,21.0,As the shoppers rush
2019,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,22.0,Home with their treasures
2020,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,23.0,Hear the snow crunch
2021,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,24.0,See the kids rush
2022,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,25.0,This is Santa's big day
2023,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,26.0,And above all this bustle you'll hear
2024,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,27.0,Silver bells) the corner Santa Claus
2025,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,28.0,"(Silver bells), it's busy now because"
2026,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,29.0,It's Christmas time in the city
2027,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,30.0,"Ring-a-ling, (it fills the winter air)"
2028,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,31.0,Hear them ring (you'll hear it everywhere)
2029,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/24/1960,Silver Bells,9,32.0,Soon it will be Christmas day
