,title,artist,songid,weekid,track_title,track_n,line,lyric
0,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,1.0,"Jingle bell, jingle bell, jingle bell rock"
1,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,2.0,Jingle bells swing and jingle bells ring
2,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,3.0,Snowin' and blowin' up bushels of fun
3,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,4.0,"Now, the jingle hop has begun"
4,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,5.0,"Jingle bell, jingle bell, jingle bell rock"
5,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,6.0,Jingle bells chime in jingle bell time
6,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,7.0,Dancin' and prancin' in Jingle Bell Square
7,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,8.0,In the frosty air
8,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,9.0,"What a bright time, it's the right time"
9,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,10.0,To rock the night away
10,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,11.0,Jingle bell time is a swell time
11,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,12.0,To go glidin' in a one-horse sleigh
12,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,13.0,"Giddy-up jingle horse, pick up your feet"
13,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,14.0,Jingle around the clock
14,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,15.0,Mix and a-mingle in the jinglin' feet
15,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,16.0,That's the jingle bell rock
16,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,17.0,"Jingle bell, jingle bell, jingle bell rock"
17,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,18.0,Jingle bells chime in jingle bell time
18,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,19.0,Dancin' and prancin' in Jingle Bell Square
19,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,20.0,In the frosty air
20,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,21.0,"What a bright time, it's the right time"
21,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,22.0,To rock the night away
22,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,23.0,Jingle bell time is a swell time
23,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,24.0,To go glidin' in a one-horse sleigh
24,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,25.0,"Giddy-up jingle horse, pick up your feet"
25,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,26.0,Jingle around the clock
26,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,27.0,Mix and a-mingle in the jinglin' feet
27,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,28.0,That's the jingle bell
28,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,29.0,That's the jingle bell
29,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,12/20/1958,Jingle Bell Rock,1,30.0,That's the jingle bell rock
30,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Silent Night,1,1.0,"Silent night, holy night all is calm, all is bright"
31,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Silent Night,1,2.0,"Round yon virgin, mother and child"
32,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Silent Night,1,3.0,Holy infant so tender and mild
33,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Silent Night,1,4.0,"Sleep in heavenly peace, sleep in heavenly peace"
34,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Silent Night,1,5.0,"Silent night, holy night all is calm, all is bright"
35,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Silent Night,1,6.0,"Round yon virgin, mother and child"
36,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Silent Night,1,7.0,Holy infant so tender and mild
37,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Silent Night,1,8.0,"Sleep in heavenly peace, sleep in heavenly peace"
38,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,1.0,Adeste fideles
39,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,2.0,Laeti triumphantes
40,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,3.0,"Venite, venite in Bethlehem!"
41,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,4.0,Natum videte
42,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,5.0,Regem angelorum
43,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,6.0,Venite adoremus
44,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,7.0,Venite adoremus
45,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,8.0,Venite adoremus
46,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,9.0,Dominum
47,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,10.0,Cantet nunc Io!
48,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,11.0,Chorus angelorum;
49,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,12.0,Cantet nunc aula caelestium
50,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,13.0,"Gloria, gloria"
51,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,14.0,In excelsis Deo
52,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,15.0,Venite adoremus
53,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,16.0,Venite adoremus
54,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,17.0,Venite adoremus
55,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Adeste Fideles,2,18.0,Dominum
56,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,1.0,I'm dreaming of a white Christmas
57,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,2.0,Just like the ones I used to know
58,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,3.0,Where the treetops glisten and children listen
59,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,4.0,To hear sleigh bells in the snow
60,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,5.0,I'm dreaming of a white Christmas
61,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,6.0,With every Christmas card I write
62,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,7.0,"""May your days be merry and bright"
63,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,8.0,"And may all your Christmases be white"""
64,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,9.0,I'm dreaming of a white Christmas
65,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,10.0,Just like the ones I used to know
66,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,11.0,Where the treetops glisten and children listen
67,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,12.0,To hear sleigh bells in the snow
68,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,13.0,I'm dreaming of a white Christmas
69,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,14.0,With every Christmas card I write
70,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,15.0,"""May your days be merry and bright"
71,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,White Christmas,3,16.0,"And may all your Christmases be white"""
72,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,1.0,Bing Crosby/Max Terr's Mixed Chorus/John Scott Trotter Orchestra
73,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,2.0,Written by: (See Notes) 1883
74,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,3.0,"God rest you merry, gentlemen"
75,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,4.0,Let nothing you dismay
76,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,5.0,Remember Christ our Savior
77,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,6.0,Was born on Christmas Day;
78,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,7.0,To save us all from Satan's power
79,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,8.0,When we were gone astray
80,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,9.0,(Oh tidings of comfort and joy)
81,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,10.0,(Comfort and joy)
82,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,11.0,(Oh tidings of comfort and joy)
83,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,12.0,(Comfort and joy)
84,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,13.0,In Bethlehem in Jewry
85,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,14.0,This blessed Babe was born
86,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,15.0,And laid within a manger
87,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,16.0,Upon this blessed morn
88,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,17.0,The which His Mother Mary
89,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,18.0,Did nothing take in scorn
90,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,19.0,"(O tidings of comfort and joy,)"
91,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,20.0,(Comfort and joy)
92,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,21.0,(O tidings of comfort and joy)
93,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,22.0,From God our Heavenly Father
94,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,23.0,A blessed Angel came;
95,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,24.0,And unto certain Shepherds
96,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,25.0,Brought tidings of the same:
97,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,26.0,How that in Bethlehem was born
98,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,27.0,The Son of God by Name
99,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,28.0,"(O tidings of comfort and joy,)"
100,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,29.0,(Comfort and joy)
101,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,God Rest Ye Merry Gentlemen,4,30.0,{O tidings of comfort and joy}
102,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,1.0,Bing Crosby/Max Terr's Mixed Chorus/John Scott Trotter Orchestra
103,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,2.0,Written by: Frederick W. Faber (Words 1849)/Henre F. Hemy & James G. Walton (Music 1964)
104,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,3.0,"Faith of our fathers, living still"
105,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,4.0,"In spite of dungeon, fire and sword;"
106,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,5.0,O how our hearts beat high with joy
107,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,6.0,Whene'er we hear that glorious Word!
108,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,7.0,"(Faith of our fathers, holy faith!)"
109,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,8.0,(We will be true to thee till death)
110,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,9.0,"Our fathers, chained in prisons dark"
111,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,10.0,Were still in heart and conscience free
112,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,11.0,How sweet would be their children's fate
113,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,12.0,"If they, like them, could die for thee"
114,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,13.0,"(Faith of our fathers, holy faith!)"
115,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,14.0,(We will be true to thee till death)
116,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,15.0,"Faith of our fathers, we will love"
117,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,16.0,Both friend and foe in all our strife;
118,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,17.0,"And preach Thee, too, as love knows how"
119,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,18.0,By kindly words and virtuous life
120,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,19.0,"(Faith of our fathers, holy faith!)"
121,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Faith Of Our Fathers,5,20.0,{We will be true to thee till death}
122,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,1.0,I'll be home for Christmas
123,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,2.0,You can plan on me
124,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,3.0,Please have snow and mistletoe
125,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,4.0,And presents on the tree
126,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,5.0,Christmas Eve will find me
127,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,6.0,Where the love light gleams
128,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,7.0,I'll be home for Christmas
129,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,8.0,If only in my dreams
130,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,9.0,I'll be home for Christmas
131,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,10.0,You can plan on me
132,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,11.0,Please have snow and mistletoe
133,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,12.0,And presents on the tree
134,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,13.0,Christmas Eve will find me
135,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,14.0,Where the love light gleams
136,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,15.0,I'll be home for Christmas
137,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,I'll Be Home For Christmas (If Only In My Dreams),6,16.0,If only in my dreams
138,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,1.0,"Jingle bells, jingle bells"
139,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,2.0,Jingle all the way
140,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,3.0,Oh what fun it is to ride
141,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,4.0,In a one horse open sleigh
142,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,5.0,"Jingle bells, jingle bells"
143,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,6.0,Jingle all the way
144,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,7.0,What fun to ride and sing
145,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,8.0,In a one horse open sleigh
146,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,9.0,Dashing through the snow
147,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,10.0,In a one horse open sleigh
148,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,11.0,O'er the fields we go
149,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,12.0,Laughing all the way
150,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,13.0,Bells on bobtail ring
151,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,14.0,Making spirits bright
152,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,15.0,What fun it is to ride and sing
153,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,16.0,A sleighing song tonight
154,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,17.0,"(Jingle bells, jingle bells"
155,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,18.0,Jingle all the way
156,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,19.0,Oh what fun it is to ride
157,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,20.0,In a one horse open sleigh
158,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,21.0,"Jingle bells, jingle bells"
159,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,22.0,Jingle all the way
160,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,23.0,Oh what fun it is to ride
161,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,24.0,In a one horse open sleigh)
162,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,25.0,Dashing through the snow
163,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,26.0,In a one horse open sleigh
164,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,27.0,O'er the fields we go
165,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,28.0,Laughing all the way
166,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,29.0,Bells on bobtail ring
167,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,30.0,Making spirits bright
168,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,31.0,Oh what fun to ride and sing
169,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,32.0,A sleighing song tonight
170,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,33.0,"Jingle bells, jingle bells"
171,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,34.0,Jingle all the way
172,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,35.0,Oh what fun it is to ride
173,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,36.0,"In a one horse open, oh we have a lot of fun"
174,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,37.0,"Jingle bells, jingle bells"
175,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,38.0,Jingle all the way
176,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,39.0,Oh what fun it is to ride
177,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,40.0,In a one horse open sleigh
178,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,41.0,"Jingle bells, jingle bells"
179,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,42.0,Jingle all the way
180,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,43.0,Oh what fun it is to ride
181,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,44.0,In a one horse open sleigh
182,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,45.0,"Jingle bells, jingle bells"
183,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,46.0,Jingle all the way
184,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,47.0,Oh what fun it is to ride
185,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Jingle Bells,7,48.0,In a one horse open sleigh
186,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,1.0,You better watch out
187,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,12/20/1958,Santa Claus Is Coming to Town (Ft. The Andrews Sisters),8,2.0,You better not cry
